Alcohol,Malic acid,Ash,Alcalinity of ash,Magnesium,Total phenols,Flavanoids,Nonflavanoid phenols,Proanthocyanins,Color intensity,Hue,OD280/OD315 of diluted wines,Proline,Wine Type
13.47,1.5,2.38,19.14,109.49,2.7,3.3,0.28,1.89,5.86,0.93,3.14,1579.64,One
14.08,1.97,2.43,15.26,107.06,2.96,3.05,0.31,1.78,5.66,1.08,2.87,1593.73,One
13.53,2.16,2.47,16.87,110.39,2.88,3.0,0.32,1.82,5.79,1.04,3.1,1493.91,One
13.27,2.12,2.46,18.94,111.45,2.95,3.04,0.25,2.18,5.78,1.07,3.07,1264.54,One
13.92,2.06,2.53,17.18,106.18,3.06,3.15,0.3,1.8,4.58,1.11,3.19,1541.7,One
13.6,1.75,2.41,17.44,103.85,2.85,3.39,0.27,2.25,5.87,1.08,2.94,1399.87,One
13.72,1.6,2.36,16.85,108.24,3.0,2.99,0.29,2.13,5.68,1.14,2.93,1379.76,One
13.3,1.68,2.32,18.16,108.39,2.65,2.79,0.28,1.96,5.31,1.07,3.13,1448.88,One
14.16,1.91,2.64,14.23,115.47,2.84,2.76,0.35,2.44,5.67,1.11,3.15,1518.49,One
14.16,2.86,2.4,17.01,110.16,2.7,3.26,0.27,1.94,5.48,1.08,3.06,1424.36,One
13.97,1.76,2.51,17.6,111.96,2.97,3.21,0.26,1.77,5.46,1.04,3.29,1200.85,One
13.66,2.43,2.52,16.72,107.56,2.96,2.92,0.36,1.65,5.19,1.0,3.18,1613.67,One
13.95,1.97,2.57,17.77,103.64,2.95,3.1,0.31,1.75,4.11,0.98,3.26,1302.14,One
13.39,1.94,2.2,16.3,112.43,2.42,3.11,0.31,1.82,5.23,1.04,3.29,1486.92,One
13.13,1.74,2.59,18.07,100.58,2.88,2.66,0.3,1.82,5.91,1.08,3.03,1283.94,One
13.88,1.98,2.47,18.5,99.61,2.83,2.84,0.29,1.74,5.37,1.02,3.31,1438.08,One
13.87,1.73,2.48,16.52,115.14,3.04,2.85,0.35,1.99,4.57,1.0,3.01,1484.77,One
13.79,2.06,2.4,16.24,105.86,2.99,3.1,0.26,1.79,5.74,1.09,3.31,1273.45,One
13.81,2.17,2.31,16.8,97.45,2.88,3.04,0.27,2.14,5.13,1.08,3.73,1387.55,One
13.66,1.7,2.38,17.9,112.72,2.8,3.06,0.28,1.77,5.95,1.04,3.12,1377.73,One
13.86,2.1,2.23,17.34,106.23,2.88,2.62,0.29,1.82,4.73,1.07,2.97,1381.22,One
14.06,2.59,2.57,16.23,104.34,2.89,3.04,0.29,1.92,5.03,1.09,3.25,1494.31,One
13.59,2.12,2.55,17.15,105.36,2.87,3.1,0.34,1.99,5.56,1.01,3.03,1302.26,One
13.52,1.95,2.36,16.5,111.48,2.91,2.93,0.29,1.79,5.23,1.02,3.37,1377.03,One
14.11,1.64,2.63,16.45,106.34,2.79,3.16,0.28,2.25,5.2,1.09,3.11,1402.86,One
13.75,2.53,2.58,17.55,107.37,2.72,2.68,0.28,2.09,5.79,1.04,2.97,1408.69,One
13.47,2.19,2.39,16.37,107.29,2.6,3.16,0.3,1.92,4.56,1.09,3.31,1570.93,One
13.89,1.59,2.47,17.77,106.02,2.6,2.93,0.27,1.61,4.81,1.02,2.97,1491.48,One
13.76,2.26,2.41,16.57,112.55,2.88,2.88,0.34,1.75,5.74,1.07,3.32,1388.94,One
13.62,1.54,2.68,18.0,102.99,2.73,3.07,0.24,2.22,6.47,1.13,2.88,1403.81,One
13.63,1.77,2.44,14.7,110.15,3.03,2.7,0.3,1.65,5.41,1.01,3.49,1395.6,One
13.93,1.66,2.42,18.39,104.37,3.02,2.92,0.34,1.97,6.05,1.05,3.04,1331.34,One
13.89,1.73,2.4,16.12,111.24,2.95,2.92,0.25,1.77,4.64,1.09,3.37,1483.6,One
13.83,1.79,2.3,16.54,106.15,2.76,3.03,0.27,1.87,5.3,1.1,3.42,1530.28,One
14.0,2.2,2.35,16.88,101.84,2.99,2.93,0.33,1.8,5.35,1.03,2.96,1375.66,One
13.84,2.31,2.55,17.45,110.61,2.93,2.84,0.29,1.62,6.53,1.1,2.87,1413.25,One
13.64,2.14,2.4,17.46,96.92,2.79,2.92,0.27,1.94,6.2,1.05,2.89,1246.63,One
13.57,2.34,2.37,16.47,109.66,2.82,3.23,0.29,2.13,5.61,1.04,3.21,1530.92,One
13.82,2.07,2.45,17.03,109.76,2.83,3.3,0.34,1.61,5.26,0.98,3.2,1599.16,One
13.63,1.53,2.45,15.02,102.35,2.85,3.06,0.3,1.64,5.37,1.15,3.02,1449.32,One
13.63,1.32,2.55,16.94,113.56,3.09,2.81,0.24,1.73,6.34,1.11,2.88,1442.13,One
13.64,2.3,2.49,16.26,111.43,2.61,3.32,0.23,2.12,5.52,1.05,3.38,1524.71,One
14.01,2.03,2.5,17.95,107.29,2.87,3.1,0.27,1.87,5.61,1.05,3.22,1508.27,One
13.66,1.76,2.53,17.24,102.45,2.91,3.15,0.32,2.14,4.92,1.07,3.1,1332.71,One
13.6,1.73,2.3,18.53,105.18,2.77,2.82,0.32,2.09,5.37,0.94,3.19,1322.56,One
14.17,2.72,2.42,19.61,105.89,2.62,2.94,0.27,2.19,5.06,1.08,3.22,1305.2,One
13.68,1.68,2.15,17.44,107.12,2.89,2.99,0.25,2.04,5.58,1.01,3.23,1387.15,One
13.98,2.03,2.34,17.67,113.11,2.89,2.86,0.3,1.79,5.95,1.04,2.96,1469.18,One
13.86,1.83,2.51,15.95,103.72,2.58,3.11,0.28,1.92,6.33,1.12,2.82,1315.34,One
13.95,2.11,2.79,16.1,105.29,2.9,2.68,0.27,1.95,5.05,1.1,3.38,1592.72,One
13.49,2.44,2.27,14.66,110.65,2.76,3.09,0.32,2.03,5.09,1.12,3.27,1410.14,One
13.62,1.81,2.62,16.74,108.56,2.97,3.16,0.25,1.97,5.02,1.03,3.07,1550.45,One
13.47,1.87,2.21,17.78,100.5,2.69,3.12,0.28,1.96,5.76,0.99,3.11,1506.93,One
13.51,1.91,2.37,15.64,107.79,3.06,2.88,0.28,1.79,5.38,1.11,2.99,1444.66,One
13.68,2.46,2.31,15.78,96.35,2.85,3.21,0.25,1.87,5.88,1.0,3.22,1430.82,One
13.94,2.74,2.38,16.02,105.64,2.85,3.38,0.32,1.63,5.64,1.13,3.26,1560.31,One
13.72,2.88,2.51,15.6,98.71,2.79,2.98,0.34,2.43,5.57,1.02,3.29,1418.08,One
13.77,2.06,2.51,16.22,104.73,2.85,3.06,0.23,1.81,5.19,0.98,3.32,1386.09,One
13.56,1.84,2.59,16.04,108.51,2.72,2.79,0.34,1.92,5.77,1.18,2.94,1538.5,One
14.12,2.04,2.43,17.48,92.35,2.71,3.17,0.29,1.6,5.59,1.03,3.48,1391.03,One
13.87,2.72,2.37,15.27,105.35,2.76,2.95,0.26,2.03,6.46,1.11,2.96,1333.58,One
13.73,2.28,2.37,14.94,104.56,2.74,3.36,0.3,2.03,6.85,1.01,3.12,1465.99,One
13.57,1.89,2.64,15.68,108.16,2.83,2.68,0.31,1.76,5.24,1.01,3.0,1305.53,One
13.48,2.11,2.29,17.74,101.9,2.98,3.33,0.32,1.88,5.29,1.05,3.02,1617.13,One
13.7,2.06,2.32,14.82,110.47,3.09,2.86,0.24,1.77,4.5,1.07,2.86,1522.33,One
13.85,1.67,2.49,16.83,97.44,2.74,2.87,0.26,1.95,5.51,0.97,3.13,1305.88,One
13.81,2.14,2.61,19.3,111.58,2.54,2.82,0.29,1.63,5.43,1.08,3.34,1345.39,One
13.33,2.32,2.52,17.06,103.21,2.78,2.91,0.23,2.34,6.08,1.07,2.79,1372.95,One
14.19,1.98,2.38,17.11,106.56,2.79,3.19,0.26,2.12,5.86,1.14,3.37,1383.75,One
13.79,1.88,2.63,15.4,102.78,2.92,2.92,0.34,1.87,5.61,1.19,3.15,1404.56,One
14.11,2.28,2.33,17.72,97.07,2.6,3.2,0.28,1.61,5.0,1.12,3.27,1548.16,One
13.98,2.24,2.41,13.82,105.0,2.6,2.94,0.3,1.65,5.38,0.9,3.43,1538.94,One
13.58,1.37,2.46,17.49,109.22,2.87,3.03,0.33,2.17,6.33,0.97,3.52,1480.13,One
13.76,2.3,2.66,16.4,108.22,2.84,2.77,0.25,1.87,5.32,1.03,3.38,1502.18,One
13.77,2.07,2.41,16.24,107.32,2.76,3.34,0.32,1.96,5.78,1.05,3.04,1404.19,One
13.71,2.27,2.47,16.88,99.96,2.8,2.94,0.32,1.75,5.14,1.06,3.13,1502.56,One
14.02,2.12,2.5,17.99,101.53,3.04,2.92,0.33,1.91,5.92,1.01,3.47,1599.56,One
13.5,1.76,2.5,17.51,108.0,2.96,2.92,0.31,1.73,6.36,1.0,2.97,1821.85,One
13.99,2.39,2.54,17.58,110.87,2.92,3.09,0.29,2.03,4.96,1.07,3.08,1406.36,One
13.41,2.08,2.59,18.58,104.0,2.77,2.93,0.34,1.83,5.51,0.96,3.0,1371.13,One
13.66,2.42,2.63,17.46,112.08,3.07,2.95,0.29,1.99,4.97,1.07,3.15,1516.32,One
13.7,1.89,2.3,15.7,107.98,2.69,3.5,0.36,2.19,5.54,1.12,3.18,1625.29,One
13.99,2.03,2.53,17.13,103.38,2.81,2.99,0.26,2.23,6.48,1.07,3.21,1629.04,One
13.68,1.95,2.29,17.19,112.85,3.13,2.96,0.25,2.09,5.35,1.03,2.98,1595.48,One
13.94,1.63,2.31,18.06,116.28,2.98,3.48,0.28,1.66,4.17,1.13,3.07,1355.36,One
13.73,1.97,2.57,17.18,109.14,2.88,3.05,0.31,1.8,4.9,1.04,3.13,1310.88,One
13.62,2.13,2.39,18.9,111.21,2.73,3.36,0.33,1.47,5.91,1.09,3.38,1679.7,One
13.6,2.12,2.37,15.76,108.45,3.33,3.18,0.27,2.0,4.69,1.02,3.35,1410.02,One
14.14,1.84,2.5,18.2,108.98,2.99,3.41,0.28,1.58,5.34,1.13,3.46,1413.81,One
13.85,2.15,2.46,14.43,97.64,2.89,3.09,0.31,2.05,5.29,1.06,3.03,1492.42,One
14.28,1.78,2.54,13.96,115.98,2.93,3.0,0.28,2.19,4.84,1.04,3.28,1530.91,One
13.62,2.93,2.38,17.6,97.53,2.91,2.83,0.27,1.87,5.55,1.05,3.5,1355.2,One
13.92,2.2,2.54,16.99,106.02,2.92,2.93,0.28,1.61,5.42,0.96,3.03,1426.56,One
13.51,2.25,2.52,16.48,120.7,2.87,3.0,0.33,2.25,6.39,1.05,2.91,1268.24,One
13.39,1.42,2.46,18.12,107.04,2.7,2.86,0.23,1.71,5.97,1.11,3.42,1491.27,One
14.21,1.42,2.47,14.65,110.27,2.71,2.97,0.24,2.11,5.94,1.03,2.95,1533.58,One
13.95,2.63,2.37,15.36,97.47,2.8,3.08,0.34,2.07,5.58,1.17,3.39,1514.06,One
13.63,1.75,2.52,16.37,108.8,2.68,2.77,0.27,1.99,6.61,1.09,2.92,1501.79,One
13.49,2.15,2.48,18.94,99.58,2.76,2.87,0.35,2.02,6.03,1.08,3.17,1425.98,One
13.78,1.78,2.6,14.8,100.44,3.08,2.62,0.33,2.16,4.31,1.04,3.17,1391.3,One
14.4,2.47,2.34,15.61,108.76,2.82,2.88,0.32,1.95,4.84,1.11,3.05,1491.86,One
13.87,2.38,2.45,18.23,99.87,2.95,3.02,0.22,1.79,5.3,1.1,3.12,1419.56,One
13.52,2.25,2.46,18.18,106.16,3.01,3.01,0.34,1.94,5.97,1.13,3.18,1627.09,One
14.01,1.98,2.38,17.44,107.4,2.77,2.97,0.3,1.81,6.25,1.08,2.95,1439.0,One
13.58,1.77,2.59,17.05,93.93,2.61,3.2,0.29,1.85,6.47,1.05,2.96,1423.99,One
13.79,1.93,2.44,15.28,103.95,2.88,3.29,0.3,1.81,5.86,1.03,3.24,1404.59,One
13.82,1.9,2.26,19.97,108.2,2.88,2.78,0.29,2.39,5.42,1.07,3.07,1383.91,One
14.23,2.37,2.35,18.06,100.72,2.79,2.96,0.29,1.89,5.5,1.1,3.28,1596.8,One
13.4,2.05,2.6,16.13,109.89,3.3,3.31,0.27,1.87,4.87,1.02,3.17,1475.97,One
13.59,1.68,2.51,17.14,98.38,2.73,3.09,0.32,2.15,5.56,0.97,2.71,1442.46,One
13.93,2.11,2.43,19.72,110.07,2.98,2.74,0.24,1.74,4.77,1.02,3.01,1426.08,One
13.54,2.01,2.48,16.01,100.88,2.81,3.27,0.26,1.89,5.38,1.12,3.38,1396.25,One
13.84,2.1,2.36,17.75,104.57,3.04,3.1,0.32,1.9,5.47,1.07,3.23,1499.72,One
13.7,1.74,2.31,15.97,110.08,2.86,2.98,0.26,2.0,6.05,1.0,3.2,1348.75,One
13.92,1.91,2.43,16.0,106.79,2.69,2.73,0.34,2.08,5.98,1.15,3.24,1391.95,One
14.01,1.07,2.29,17.94,113.56,2.78,2.93,0.3,1.66,5.66,1.15,3.29,1495.74,One
13.48,2.11,2.29,14.92,111.3,3.15,3.24,0.29,1.98,5.17,1.0,2.95,1688.92,One
13.69,1.81,2.46,16.05,105.28,3.11,2.99,0.28,1.4,5.27,1.1,2.85,1419.36,One
13.71,2.0,2.52,14.76,101.27,2.81,3.09,0.28,2.13,6.09,1.08,3.39,1609.44,One
14.19,1.8,2.74,17.8,106.39,2.66,3.18,0.31,1.87,6.33,0.98,3.43,1323.37,One
13.46,2.13,2.18,16.76,112.47,2.81,2.69,0.28,1.96,5.49,1.0,2.82,1572.58,One
13.84,2.28,2.57,19.44,103.03,2.77,2.73,0.3,2.06,6.19,1.02,2.73,1455.05,One
14.21,2.33,2.38,17.16,106.92,2.88,3.15,0.27,1.64,4.75,1.09,3.42,1480.58,One
14.14,2.47,2.45,17.84,100.18,2.68,2.84,0.28,1.99,6.56,1.02,3.05,1417.59,One
13.8,2.23,2.49,16.64,99.33,2.91,3.0,0.31,2.05,5.43,1.06,3.16,1631.57,One
13.69,1.99,2.5,18.62,101.22,3.27,2.63,0.3,1.64,5.34,0.97,3.17,1437.39,One
14.11,2.24,2.58,18.46,106.64,3.06,3.02,0.35,1.95,5.17,0.95,3.21,1526.23,One
13.8,1.68,2.3,16.23,106.32,3.11,2.9,0.3,1.56,5.2,1.13,3.33,1512.97,One
13.69,1.66,2.43,16.95,101.22,3.18,3.0,0.33,1.89,5.55,1.1,3.26,1370.72,One
13.4,1.62,2.4,18.57,113.52,2.71,2.8,0.26,2.54,5.35,1.01,3.11,1356.17,One
13.67,1.96,2.41,13.58,104.04,2.65,3.12,0.33,2.11,4.96,1.12,3.09,1553.69,One
13.87,1.78,2.4,17.36,112.53,2.66,2.95,0.27,2.01,5.61,0.99,2.94,1669.36,One
13.43,2.44,2.48,16.61,106.06,2.89,3.04,0.27,2.38,7.44,1.02,3.02,1454.95,One
13.75,2.41,2.59,17.67,93.13,2.84,2.92,0.29,1.45,5.01,1.12,2.92,1574.09,One
13.9,2.24,2.6,18.69,108.14,3.13,3.06,0.29,2.0,5.7,1.01,3.31,1706.99,One
13.94,1.63,2.44,19.46,107.89,2.99,2.88,0.28,1.59,6.51,1.0,3.04,1627.37,One
13.95,2.01,2.57,19.05,101.15,2.4,3.29,0.24,2.2,4.82,0.98,3.26,1670.54,One
13.12,2.34,2.59,15.43,106.49,2.59,2.91,0.31,1.7,6.31,1.09,2.98,1437.82,One
13.72,2.29,2.58,18.15,110.41,2.97,2.98,0.29,1.7,4.73,1.09,2.9,1651.83,One
14.08,2.28,2.34,18.35,107.55,2.83,3.04,0.3,2.05,4.97,0.96,3.14,1403.35,One
13.96,2.16,2.53,17.5,117.2,2.86,2.72,0.27,1.5,5.7,1.0,3.3,1502.33,One
14.06,2.22,2.5,16.59,113.67,3.11,2.88,0.34,1.71,4.17,1.05,2.87,1400.33,One
13.22,1.74,2.54,17.75,107.59,2.49,3.27,0.29,1.78,5.49,1.09,2.99,1230.18,One
13.25,2.36,2.54,16.88,105.65,2.9,2.71,0.31,1.84,5.7,1.03,3.05,1630.33,One
13.78,1.65,2.51,17.18,105.82,2.78,2.93,0.23,2.04,4.46,1.08,3.03,1332.28,One
13.97,1.39,2.31,17.77,110.44,2.72,2.98,0.25,2.05,4.74,0.99,3.35,1416.57,One
13.78,1.93,2.58,14.86,107.99,2.72,2.95,0.3,2.11,6.46,1.09,2.93,1488.41,One
13.94,2.0,2.51,17.43,101.53,2.96,3.03,0.29,1.87,5.95,1.15,3.12,1490.19,One
14.13,1.98,2.26,18.44,100.74,3.0,3.28,0.32,1.89,4.96,1.05,3.0,1661.0,One
13.47,2.32,2.26,14.32,109.82,2.82,2.83,0.34,1.59,4.64,1.0,3.2,1606.86,One
13.95,2.33,2.43,17.61,104.0,2.73,3.21,0.33,1.68,5.77,1.04,3.13,1478.04,One
13.76,2.58,2.59,17.33,106.51,2.8,2.89,0.28,1.82,5.86,1.14,3.38,1351.95,One
13.43,1.65,2.37,16.68,101.32,2.97,2.72,0.29,1.91,6.43,1.01,3.5,1453.67,One
13.47,1.98,2.38,17.13,106.18,2.64,2.99,0.29,2.06,5.02,0.92,3.34,1611.72,One
13.79,2.17,2.55,15.45,106.38,3.05,2.67,0.28,1.51,4.14,1.15,2.97,1382.67,One
13.94,1.86,2.55,17.51,102.02,3.18,3.13,0.28,1.91,7.03,1.02,3.11,1615.25,One
13.89,2.56,2.48,17.58,110.35,2.93,3.2,0.25,1.86,5.15,1.09,3.41,1464.69,One
13.46,1.95,2.4,19.52,104.29,2.64,3.25,0.37,2.08,5.0,1.12,3.31,1567.23,One
13.81,2.15,2.39,18.28,107.16,3.14,3.07,0.36,1.75,6.43,1.05,3.27,1578.13,One
13.52,1.78,2.48,17.65,112.9,2.75,2.84,0.29,2.01,5.46,1.1,3.13,1442.06,One
13.7,2.14,2.44,17.87,104.62,2.91,2.91,0.27,1.84,5.41,1.06,3.25,1282.8,One
13.62,2.11,2.56,18.3,103.54,2.92,2.92,0.3,1.8,5.04,1.04,3.5,1510.18,One
13.64,1.43,2.58,18.07,106.4,2.8,3.08,0.32,1.84,5.34,1.0,3.13,1683.81,One
13.65,2.04,2.5,16.26,111.88,2.46,3.29,0.28,2.17,5.81,1.13,2.92,1428.54,One
14.15,1.53,2.36,18.19,105.19,2.79,2.94,0.28,1.73,6.0,1.12,3.32,1428.0,One
13.39,2.18,2.43,16.82,97.11,2.6,2.65,0.28,1.83,4.71,1.0,3.1,1410.33,One
13.64,2.03,2.44,18.08,105.36,2.72,2.92,0.27,2.19,5.13,1.04,3.08,1494.42,One
13.42,1.74,2.25,18.69,105.22,2.86,2.92,0.27,1.87,5.81,1.08,2.86,1471.18,One
13.73,1.73,2.49,18.26,106.82,2.7,3.19,0.31,1.62,5.65,1.14,2.99,1516.69,One
13.98,2.11,2.44,16.91,101.98,2.66,2.68,0.27,1.65,4.84,1.18,2.86,1309.43,One
14.14,2.26,2.53,17.36,106.41,2.77,2.96,0.29,1.64,5.23,1.11,3.12,1429.01,One
14.08,2.08,2.25,17.2,114.89,2.57,2.67,0.29,1.7,5.04,0.99,3.09,1428.74,One
14.07,1.89,2.44,17.25,112.8,2.7,3.02,0.3,1.88,5.81,1.1,3.11,1470.25,One
13.57,1.86,2.61,15.72,108.24,2.84,3.08,0.23,1.98,5.46,1.09,3.35,1245.77,One
13.44,2.94,2.63,14.92,104.33,2.65,3.27,0.24,1.94,5.72,1.07,2.77,1462.92,One
13.93,2.49,2.6,18.53,102.53,2.87,3.15,0.25,1.71,6.16,1.06,3.32,1560.45,One
14.24,1.92,2.53,17.79,103.24,2.98,3.16,0.3,1.8,5.55,1.09,3.13,1501.24,One
13.63,2.01,2.37,18.03,114.02,2.73,2.78,0.29,1.98,5.16,1.01,2.96,1464.12,One
13.6,1.54,2.57,16.82,105.57,2.91,2.91,0.25,1.74,5.68,1.08,3.43,1346.78,One
13.2,1.92,2.43,16.73,104.25,2.74,3.09,0.27,2.02,5.27,1.17,3.03,1359.81,One
13.5,1.75,2.24,15.95,104.35,2.94,2.88,0.26,1.94,5.23,1.1,3.17,1459.27,One
13.69,2.05,2.48,16.11,115.41,3.0,3.15,0.37,1.67,5.27,1.02,3.25,1494.09,One
13.71,1.11,2.29,16.07,102.49,2.82,2.79,0.35,1.58,4.99,1.16,3.2,1557.21,One
13.55,2.42,2.39,16.11,102.09,3.01,3.05,0.26,1.89,5.65,1.09,3.57,1569.7,One
13.9,1.59,2.46,16.58,106.96,3.05,3.16,0.36,1.69,5.36,1.15,3.31,1398.68,One
13.9,2.25,2.56,16.65,113.68,2.86,2.91,0.28,1.78,5.48,1.13,3.22,1591.23,One
13.76,2.5,2.62,17.02,110.71,2.78,3.24,0.25,2.31,5.68,1.23,3.24,1402.37,One
13.52,1.39,2.44,16.13,99.64,2.89,2.82,0.28,2.08,5.36,1.16,3.22,1636.04,One
13.7,1.39,2.63,17.44,112.52,2.72,2.99,0.27,2.1,5.52,1.0,3.56,1455.15,One
13.62,2.07,2.33,16.17,116.51,2.77,2.7,0.32,2.11,5.66,1.14,3.05,1542.81,One
13.78,1.85,2.41,16.02,107.83,2.97,2.87,0.24,2.12,6.4,1.09,3.08,1458.15,One
13.83,2.42,2.42,16.17,109.91,2.6,2.98,0.26,1.49,5.27,1.08,2.68,1544.94,One
13.35,1.35,2.38,16.68,107.6,2.66,2.63,0.27,1.87,5.74,1.0,2.89,1603.93,One
13.94,2.45,2.38,15.24,105.53,3.07,2.74,0.27,2.15,5.42,1.0,3.2,1373.27,One
13.81,1.86,2.24,18.99,118.71,3.14,2.81,0.25,1.64,6.24,0.95,3.06,1426.88,One
13.47,2.25,2.36,18.8,107.32,2.99,2.93,0.26,1.97,6.45,0.99,3.11,1452.34,One
13.65,1.93,2.54,18.79,105.46,2.92,3.17,0.28,2.3,5.64,1.05,3.07,1529.33,One
14.2,2.23,2.51,16.2,115.33,2.93,2.92,0.27,1.65,5.8,0.99,2.95,1502.14,One
14.44,1.7,2.39,17.64,112.97,2.62,3.07,0.34,1.98,5.65,1.14,2.79,1381.16,One
13.48,2.3,2.16,17.31,105.54,2.61,3.28,0.27,1.77,5.46,1.05,3.24,1550.77,One
13.79,1.94,2.4,18.73,107.2,2.97,2.75,0.29,1.97,5.14,1.02,3.0,1583.0,One
13.98,1.97,2.35,17.48,105.91,2.66,3.13,0.23,1.97,6.08,1.07,3.18,1682.74,One
13.91,1.85,2.55,16.75,103.87,2.66,2.91,0.25,2.14,6.75,1.03,2.96,1467.52,One
13.59,2.03,2.58,17.44,96.36,2.64,3.0,0.27,1.97,5.73,1.07,3.49,1693.45,One
13.98,1.71,2.41,19.38,112.9,2.71,2.92,0.22,1.88,4.98,1.05,2.77,1589.95,One
13.65,1.78,2.35,18.46,100.71,2.88,2.74,0.31,1.96,6.36,0.96,3.23,1387.0,One
13.83,1.54,2.56,18.4,98.22,2.78,3.1,0.32,1.96,5.33,0.92,2.85,1653.3,One
13.66,2.39,2.45,16.97,111.79,2.68,3.3,0.28,2.11,5.64,1.04,3.11,1518.42,One
13.15,1.97,2.51,14.97,109.92,2.9,3.03,0.28,1.53,5.34,1.13,3.35,1545.6,One
13.31,2.07,2.46,16.9,108.14,2.84,2.69,0.31,2.08,5.25,1.09,3.33,1288.74,One
13.69,1.54,2.59,18.11,107.58,2.58,3.22,0.31,1.8,4.88,1.07,3.26,1518.07,One
13.94,1.88,2.28,15.97,101.57,2.83,3.09,0.27,1.96,5.07,1.06,3.07,1588.22,One
13.95,1.74,2.63,16.29,102.76,2.93,2.79,0.29,2.05,5.0,1.02,3.17,1234.83,One
14.1,2.3,2.34,17.27,98.43,2.83,3.24,0.31,2.08,6.46,1.0,2.65,1519.74,One
13.97,1.82,2.4,15.66,105.82,3.16,3.02,0.29,1.99,6.03,1.08,3.23,1614.05,One
13.79,1.83,2.75,16.16,96.93,2.96,3.11,0.29,1.91,5.92,1.09,3.38,1479.6,One
13.72,1.55,2.38,17.02,106.44,2.68,3.27,0.29,2.11,4.76,1.06,3.13,1479.41,One
13.62,1.66,2.53,16.26,104.88,2.89,3.13,0.29,1.91,5.79,1.02,2.8,1502.16,One
13.74,2.14,2.41,16.03,112.66,2.65,2.71,0.35,1.98,4.32,1.06,2.85,1452.15,One
13.88,1.81,2.81,15.08,106.65,2.78,2.93,0.29,2.15,5.95,0.95,3.09,1435.86,One
13.95,1.82,2.53,17.2,104.87,2.81,2.63,0.28,1.96,5.24,1.08,3.07,1473.38,One
13.71,1.68,2.55,18.95,100.58,2.75,3.04,0.32,1.83,4.39,1.0,3.29,1441.37,One
13.49,2.04,2.45,18.19,103.62,2.8,2.52,0.28,1.83,5.71,1.01,2.81,1523.52,One
13.76,1.91,2.31,17.08,108.66,3.09,2.82,0.29,1.9,6.28,1.08,3.02,1350.93,One
13.87,1.85,2.59,17.73,107.91,2.92,3.02,0.24,1.82,4.98,1.12,3.22,1451.36,One
14.01,2.26,2.49,17.17,109.16,2.6,2.94,0.3,1.75,4.55,1.1,3.08,1527.12,One
13.38,1.98,2.6,17.57,114.86,2.82,2.9,0.37,1.98,5.25,0.99,3.2,1526.51,One
13.57,1.75,2.66,15.66,110.93,2.8,3.18,0.27,2.06,4.92,0.91,3.36,1510.35,One
13.5,2.91,2.43,16.19,104.52,3.03,3.09,0.29,1.5,6.52,1.07,3.29,1425.42,One
13.69,1.57,2.59,15.3,95.85,2.86,2.79,0.28,1.92,5.75,1.09,3.16,1595.26,One
13.79,1.95,2.48,18.24,104.41,2.78,3.1,0.31,1.91,5.49,1.04,3.12,1256.21,One
13.44,2.25,2.48,18.63,110.26,2.83,2.73,0.19,1.65,5.68,1.08,3.31,1440.89,One
13.81,2.46,2.42,16.74,110.7,2.85,3.11,0.32,1.78,6.09,1.14,3.25,1388.82,One
13.44,2.0,2.42,19.04,106.39,2.79,2.84,0.39,1.81,5.67,1.12,2.99,1499.8,One
13.7,1.66,2.38,18.02,106.89,2.77,2.6,0.31,2.43,4.67,1.18,2.87,1540.49,One
13.57,2.54,2.48,18.37,99.5,2.95,3.06,0.34,1.91,5.3,1.08,3.45,1692.31,One
14.08,1.93,2.39,19.19,102.37,2.66,3.0,0.28,2.06,6.29,1.05,3.28,1423.48,One
13.57,2.17,2.44,18.55,110.42,3.01,2.79,0.33,1.53,6.64,1.02,3.76,1404.19,One
13.64,2.72,2.49,16.65,96.33,2.76,3.19,0.35,2.17,4.7,0.97,2.9,1316.33,One
13.93,1.92,2.42,16.68,102.41,2.98,3.11,0.31,1.94,6.36,1.09,3.06,1383.11,One
13.6,1.78,2.6,16.49,104.65,2.51,2.78,0.32,2.01,5.29,1.09,3.19,1335.58,One
13.94,1.57,2.3,17.6,117.11,2.93,3.27,0.32,1.92,5.67,1.1,3.11,1494.3,One
13.68,2.71,2.45,17.71,117.23,2.86,3.0,0.34,1.49,5.09,1.03,3.09,1320.62,One
13.89,2.11,2.38,15.79,98.67,2.58,2.89,0.24,2.25,6.52,1.14,3.41,1551.12,One
13.52,2.15,2.4,17.68,108.37,2.97,3.1,0.3,2.16,5.36,0.99,3.15,1480.0,One
13.75,2.64,2.48,16.38,103.43,2.72,3.0,0.31,1.97,6.1,1.08,3.2,1501.84,One
13.88,2.18,2.41,17.39,109.69,3.07,3.18,0.27,1.81,4.88,0.98,2.98,1469.49,One
14.09,1.57,2.36,19.29,102.86,2.86,2.86,0.27,2.34,4.6,1.07,3.41,1532.26,One
13.46,1.6,2.56,16.7,103.57,2.79,3.15,0.26,1.9,4.79,1.06,2.93,1419.34,One
14.02,1.56,2.44,17.15,107.4,3.18,3.07,0.33,1.87,4.32,1.09,3.0,1564.93,One
14.18,2.45,2.52,17.25,112.25,2.68,3.01,0.31,1.45,6.12,1.06,3.23,1359.85,One
13.54,2.34,2.51,19.63,97.77,2.74,3.2,0.29,1.73,6.27,0.92,3.31,1427.43,One
